id,en,fr,it,de,es
"1569916852","Melee Physical attack on target and [color bf_green]2[/color] random enemies for [color bf_green]{0}[/color] base damage, chance to Fear.","Melee Physical attack on target and [color bf_green]2[/color] random enemies for [color bf_green]{0}[/color] base damage, chance to Fear.","Melee Physical attack on target and [color bf_green]2[/color] random enemies for [color bf_green]{0}[/color] base damage, chance to Fear.","Melee Physical attack on target and [color bf_green]2[/color] random enemies for [color bf_green]{0}[/color] base damage, chance to Fear.","Melee Physical attack on target and [color bf_green]2[/color] random enemies for [color bf_green]{0}[/color] base damage, chance to Fear."
"141893542","Blade Flurry","Bourrasque de Lame","Turbinio di lame","Klingengeschwirr","Chaparrón de hojas"
"-895675984","Melee Physical attack on target and random enemies.","Attaque physique au corps à corps sur cible et ennemis pris au hasard.","Attacco fisico mischia che colpisce il bersaglio e nemici a caso.","Nahkampfangriff auf Ziel & zufällige Gegner.","Ataque físico cuerpo a cuerpo al objetivo y a enemigos al azar."
"-989119261","Melee Physical attack on target and [color bf_green]{0}[/color] random enemies for [color bf_green]{1}[/color] base damage.","Attaque physique au corps à corps sur cible et [color bf_green]{0}[/color] ennemis pris au hasard infligeant [color bf_green]{1}[/color] de dégâts basiques.","Attacco fisico mischia che colpisce il bersaglio e [color bf_green]{0}[/color] nemici a caso per un danno di base di [color bf_green]{1}[/color].","Nahkampfangriff auf Ziel & [color bf_green]{0}[/color] zufällige Gegner für [color bf_green]{1}[/color] Basisschaden.","Ataque físico cuerpo a cuerpo al objetivo y a [color bf_green]{0}[/color] enemigos al azar con una base de daño de [color bf_green]{1}[/color]."
"-649001668","Running Riot","Émeute","Rivolta in corso","Rennende Randale","Disturbio continuo"
"1107431542","Melee Physical attack on target and [color bf_green]{0}[/color] random enemy for [color bf_green]{1}[/color] base damage.","Attaque physique au corps à corps sur cible et [color bf_green]{0}[/color] ennemis pris au hasard infligeant [color bf_green]{1}[/color] de dégâts basiques.","Attacco fisico mischia che colpisce il bersaglio e [color bf_green]{0}[/color] nemici a caso per un danno di base di [color bf_green]{1}[/color].","Nahkampfangriff auf Ziel & [color bf_green]{0}[/color] zufälligen Gegner für [color bf_green]{1}[/color] Basisschaden.","Ataque físico cuerpo a cuerpo al objetivo y a [color bf_green]{0}[/color] enemigos al azar con una base de daño de [color bf_green]{1}[/color]."
"-495240436","Frost Katana","Katana de Givre","Katana di ghiaccio","Frost Katana","Katana de escarcha"
"2022970873","Melee Cold attack on target and 2 random enemies + chance to Chill.","Attaque de Froid au corps à corps sur cible et 2 ennemis au hasard + possibilité de Refroidir.","Attacco di gelo mischia che colpisce un bersaglio e 2 nemici a caso e buona possibilità di raggelare.","Frostiger Nahkampfangriff auf Ziel & 2 zufällige Gegner + Chance, einen Kälteschock zu erleiden.","Ataque de frío cuerpo a cuerpo al objetivo y 2 enemigos al azar y posibilidad de helar."
"-901132428","Melee Cold attack on target and 2 random enemies for [color bf_green]{0}[/color] base damage with chance to Chill.","Attaque de Froid au corps à corps sur cible et 2 ennemis au hasard infligeant [color bf_green]{0}[/color] de dégâts basiques avec probabilité de Refroidir.","Attacco di gelo mischia che colpisce il bersaglio e 2 nemici a caso per un danno di base di [color bf_green]{0}[/color] e buona possibilità di raggelare.","Frostiger Nahkampfangriff auf Ziel & 2 zufällige Gegner für [color bf_green]{0}[/color] Basisschaden + Chance, einen Kälteschock zu erleiden.","Ataque de frío cuerpo a cuerpo al objetivo y 2 enemigos al azar con una base de daño de [color bf_green]{0}[/color] con posibilidad de helar."
"1752403186","Wild Swing","Oscillation sauvage","Colpo selvaggio","Wilder Schwung","Movimiento salvaje"
"-1448943215","Huge Melee Physical attack on a random enemy.","Attaque physique au corps à corps massive sur un ennemi au hasard.","Attacco fisico mischia intenso su un nemico a caso.","Verheerender Nahkampfangriff auf 1 zufälligen Gegner.","Enorme ataque físico cuerpo a cuerpo a un enemigo al azar."
"1498677801","Melee Physical attack on a random enemy for [color bf_green]{0}[/color] base damage, could be any enemy.","Attaque physique au corps à corps sur un ennemi au hasard infligeant [color bf_green]{0}[/color] de dégâts basiques.","Attacco fisico mischia su tutti nemici per un danno di base di [color bf_green]{0}[/color] su qualsiasi nemico.","Nahkampfangriff auf 1 zufälligen Gegner für [color bf_green]{0}[/color] Basisschaden.","Ataque físico cuerpo a cuerpo a un enemigo al azar con base de daño de [color bf_green]{0}[/color], puede ser cualquier enemigo."
"-1042116601","Jelly Shot","Tir de gelée","Colpo di gelatina","Gelschuss","Chupito de gelatina"
"-1357218707","Ranged Poison attack on all enemies, chance to Poison.","Attaque de poison à distance sur tous les ennemis avec probabilité d'empoisonner.","Ranged Poison attack on all enemies, chance to Poison.","Giftangriff aus Distanz auf alle Gegner. Vergiftungsgefahr.","Ranged Poison attack on all enemies, chance to Poison."
"1001696287","Ranged Poison attack on all enemies for [color bf_green]{0}[/color] base damage, chance to Poison.","Attaque de Poison à distance sur tous les ennemis infligeant [color bf_green]{0}[/color] de dégâts basiques avec probabilité d'empoisonner.","Ranged Poison attack on all enemies for [color bf_green]{0}[/color] base damage, chance to Poison.","Giftangriff aus Distanz auf alle Gegner für [color bf_green]{0}[/color] Basisschaden. Vergiftungsgefahr.","Ranged Poison attack on all enemies for [color bf_green]{0}[/color] base damage, chance to Poison."
"-1946848838","Overlord's Blitz","Seigneur Suprême Blitz","Il blitz del padrone","Overlord Blitz","Blitz del Jefe supremo"
"1880337996","Melee Physical attacks on target and 2 random enemies.","Attaque physique au corps à corps sur cible et 2 ennemis pris au hasard.","Attacchi fisici mischia che colpiscono il bersaglio e 2 nemici a caso.","Nahkampfangriff auf Ziel & 2 zufällige Gegner.","Ataque físico cuerpo a cuerpo al objetivo y a 2 enemigos al azar."
"2008461714","Melee Physical attacks on target and 2 random enemies for [color bf_green]{0}[/color] base damage.","Attaque physique au corps à corps sur cible et 2 ennemis au hasard infligeant [color bf_green]{0}[/color] de dégâts basiques.","Attacchi fisici mischia che colpiscono il bersaglio e 2 nemici a caso per un danno di base di [color bf_green]{0}[/color].","Nahkampfangriff auf Ziel & 2 zufällige Gegner für [color bf_green]{0}[/color] Basisschaden.","Ataque físico cuerpo a cuerpo al objetivo y a 2 enemigos al azar con una base de daño de [color bf_green]{0}[/color]."
"-1658815958","Flurry of Fists","Bourrasque de poings","Turbinio di pugni","Boxkampf","Chaparrón de puños"
"-1644003485","Melee Physical attack on target and a random other enemy.","Attaque physique au corps à corps sur cible et un ennemi pris au hasard.","Attacco fisico mischia che colpisce il bersaglio e un altro nemico.","Nahkampfangriff auf Ziel & 1 zufälligen Gegner.","Ataque físico cuerpo a cuerpo al objetivo y a otro enemigo al azar."
"1235347218","Melee Physical attack on target and 1 random enemy for [color bf_green]{0}[/color] base damage.","Attaque physique au corps à corps sur cible et 1 ennemi au hasard infligeant [color bf_green]{0}[/color] de dégâts basiques.","Attacco fisico mischia che colpisce il bersaglio e 1 nemico a caso per un danno di base di [color bf_green]{0}[/color].","Nahkampfangriff auf Ziel & 1 zufälligen Gegner für [color bf_green]{0}[/color] Basisschaden.","Ataque físico cuerpo a cuerpo al objetivo y a 1 enemigo al azar con una base de daño de [color bf_green]{0}[/color]."
"53755809","Overbite","Morsure profonde","Sovramorso","Überbiss","Sobremordida"
"574481254","Melee Physical chomp on target and a random enemy.","Morsure physique au corps à corps sur cible et un ennemi pris au hasard.","Melee Physical chomp on target and a random enemy.","Bissattacke auf Ziel & 1 zufälligen Gegner.","Melee Physical chomp on target and a random enemy."
"-627148053","Melee Physical chomp on target and 1 random enemy for [color bf_green]{0}[/color] base damage.","Morsure physique au corps à corps sur cible et 1 ennemi au hasard pour [color bf_green]{0}[/color] de dégâts basiques.","Morso fisico mischia che colpisce il bersaglio e 1 nemico a caso per un danno di base di [color bf_green]{0}[/color].","Bissattacke auf Ziel & 1 zufälligen Gegner für [color bf_green]{0}[/color] Basisschaden.","Mordisco físico cuerpo a cuerpo al objetivo y a 1 enemigo al azar con una base de daño de [color bf_green]{0}[/color]."
"-476118368","Terror Tooth","Dent de la Peur","Terror Tooth","Terrormaul","Terror Tooth"
"1527575271","A fearful Melee Physical chomp on target and a random other enemy.","Une morsure effrayante physique au corps à corps sur cible et un ennemi pris au hasard.","A fearful Melee Physical chomp on target and a random other enemy.","Gefährliche Bissattacke auf Ziel & 1 zufälligen Gegner.","A fearful Melee Physical chomp on target and a random other enemy."
"-633859638","Melee Physical chomp on target and 1 random enemy for [color bf_green]{0}[/color] base damage, chance to fear.","Morsure physique au corps à corps sur cible et 1 ennemi au hasard infligeant [color bf_green]{0}[/color] de dégâts basiques, probabilité de Terreur.","Melee Physical chomp on target and 1 random enemy for [color bf_green]{0}[/color] base damage, chance to fear.","Gefährliche Bissattacke auf Ziel & 1 zufälligen Gegner für [color bf_green]{0}[/color] Basisschaden. Chance auf „Hosen voll“.","Melee Physical chomp on target and 1 random enemy for [color bf_green]{0}[/color] base damage, chance to fear."
"887240194","Numb","Paralysie","Intirizzito","Taubheit","Entumecido"
"722120630","Ranged Spirit attack that lowers SKL of target.","Attaque d'Esprit à distance qui abaisse le DON de la cible.","Attacco spirituale a distanza che riduce l'ABIL. del bersaglio.","Spiritueller Distanzangriff. Verringert SKL des Ziels.","Ataque de espíritu a distancia que reduce la DES del objetivo."
"-1589596770","Ranged Spirit attack for [color bf_green]{0}[/color] base damage and lowers SKL of target.","Attaque d'Esprit à distance infligeant [color bf_green]{0}[/color] de dégâts basiques et diminuant le DON de la cible.","Attacco spirituale a distanza per un danno di base di [color bf_green]{0}[/color] e la riduzione dell'ABIL. del bersaglio.","Spiritueller Distanzangriff für [color bf_green]{0}[/color] Basisschaden. Verringert SKL des Ziels.","Ataque de espíritu a distancia con una base de daño de [color bf_green]{0}[/color] y reduce la DES del objetivo."
"539023352","Melee Physical attack that lowers SKL of target.","Attaque physique au corps à corps qui diminue le DON de la cible.","Attacco fisico mischia che riduce l'ABIL. del bersaglio.","Nahkampfangriff, der SKL des Ziels verringert.","Ataque de físico cuerpo a cuerpo que reduce la DES del objetivo."
"-349732626","Melee Physical attack for [color bf_green]{0}[/color] base damage and lower SKL of target.","Attaque physique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts basiques et diminuant le DON de la cible.","Attacco fisico mischia che produce un danno di base di [color bf_green]{0}[/color] e la riduzione dell'ABIL. del bersaglio.","Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Verringert SKL des Ziels.","Ataque de físico cuerpo a cuerpo con una base de daño de [color bf_green]{0}[/color] que reduce la DES del objetivo."
"434033142","Melee Physical spinning attack on all enemies.","Attaque tournante physique au corps à corps sur tous les ennemis.","Attacco rotante fisico mischia su tutti i nemici.","Wilde Drehattacke auf alle Gegner.","Ataque físico cuerpo a cuerpo giratorio a todos los enemigos."
"731352943","Melee Physical attack on all enemies for [color bf_green]{0}[/color] base damage.","Attaque physique au corps à corps sur tous les ennemis infligeant [color bf_green]{0}[/color] de dégâts basiques.","Attacco fisico mischia contro tutti i nemici per un danno di base di [color bf_green]{0}[/color].","Nahkampfangriff auf alle Gegner für [color bf_green]{0}[/color] Basisschaden.","Ataque físico cuerpo a cuerpo a todos los enemigos con una base de daño de [color bf_green]{0}[/color]."
"-2109942557","Electrified Whirlwind","Tourbillon électrifié","Electrified Whirlwind","Wirbelwind","Electrified Whirlwind"
"434473093","Melee Physical spinning attack on all enemies, chance to Shock.","Attaque tournante physique au corps à corps sur tous les ennemis, probabilité d'Électrocuter.","Melee Physical spinning attack on all enemies, chance to Shock.","Wilde Drehattacke auf alle Gegner. Chance, Gegner unter Strom zu setzen.","Melee Physical spinning attack on all enemies, chance to Shock."
"-392295846","Melee Physical attack on all enemies for [color bf_green]{0}[/color] base damage, chance to Shock.","Attaque physique au corps à corps sur tous les ennemis pour [color bf_green]{0}[/color] de dégâts basiques, probabilité d'Électrocuter.","Melee Physical attack on all enemies for [color bf_green]{0}[/color] base damage, chance to Shock.","Nahangriff auf alle Gegner für [color bf_green]{0}[/color] Basisschaden. Chance, Gegner unter Strom zu setzen.","Melee Physical attack on all enemies for [color bf_green]{0}[/color] base damage, chance to Shock."
"33381078","Steam Blast","Explosion de vapeur","Colpo di vapore","Volldampf","Ráfaga de vapor"
"-23411638","Ranged Fire attack on all enemies with steam, bonus damage vs Armored.","Attaque au feu à distance sur tous les ennemis avec vapeur, dégâts bonus contre les personnages en Armure.","Attacco di fuoco a distanza su tutti i nemici usando il vapore, danno bonus contro i personaggi corazzati.","Feuerangriff aus Distanz auf alle Gegner. Bonusschaden bei gerüsteten Gegnern.","Ataque de fuego a distancia a todos los enemigos con vapor, bonificación de daño a acorazados."
"1814148859","Attack all enemies for [color bf_green]{0}[/color] base damage, bonus damage vs Armored.","Attaque tous les ennemis en infligeant [color bf_green]{0}[/color] de dégâts basiques, dégâts bonus contre les personnages en Armure.","Attacca tutti nemici per un danno di base di [color bf_green]{0}[/color] e un danno bonus contro i personaggi corazzati.","Angriff auf alle Gegner für [color bf_green]{0}[/color] Basisschaden. Bonusschaden bei gerüsteten Gegner.","Ataque a todos los enemigos con base de daño de [color bf_green]{0}[/color], bonificación de daño a acorazados."
"-2061826528","Heal and remove 2 negative effects from ally.","Soigne et enlève 2 effets négatifs sur les alliés.","Cura e rimuovi 2 effetti negativi da un alleato.","Heilt & entfernt 2 negative Effekte eines Verbündeten.","Sana y elimina 2 efectos negativos de un aliado."
"-1720210398","CLEANSE","PURIFICATION","PULISCI","REINIGEN","PURIFICAR"
"-1725704777","Cleanse Team","Purifie l'équipe","Pulisci il team","Reinigung","Purificar equipo"
"-1373680611","Remove 2 negative effects from each ally.","Enlève 2 effets négatifs sur chaque allié.","Rimuovi 2 effetti negativi da ciascun alleato.","Entfernt 2 negative Effekte beim ganzen Team.","Elimina 2 efectos negativos de cada aliado."
"1164999894","Purge","Purge","Spurgo","Läuterung","Purgar"
"1436734125","Remove 1 buff from enemy.","Enlève un renfort de l'ennemi.","Rimuovi 1 buff dal nemico.","Entfernt 1 Buff vom Gegner.","Elimina 1 mejora del enemigo."
"-1965505633","Purge Foes","Purge des ennemis","Spurga nemici","Feindesläuterung","Purgar enemigos"
"1974337222","Remove 1 buff from each enemy.","Enlève un renfort sur chaque ennemi.","Rimuovi 1 buff da ciascun nemico.","Entfernt 1 Buff von jedem Gegner.","Elimina 1 mejora de cada enemigo."
"-1973078533","Suppressing Fire","Extincteur","Fuoco di soppressione","Geistige Größe","Extinguiendo el fuego"
"-988047378","Ranged Spirit attack on all enemies and remove 1 buff from each hit.","Attaque d'Esprit à distance sur tous les ennemis et enlève 1 renfort à chaque coup.","Attacco spirituale a distanza su tutti i nemici e rimozione di 1 buff da ciascun colpo.","Spiritueller Distanzangriff auf alle Gegner. Entfernt 1 Buff pro Treffer.","Ataque de espíritu a distancia a todos los enemigos y elimina una mejora de cada golpe."
"1375454257","Ranged Spirit attack on all enemies for [color bf_green]{0}[/color] base damage and remove 1 buff from each.","Attaque d'Esprit à distance sur tous les ennemis infligeant [color bf_green]{0}[/color] de dégâts basiques et enlèvant 1 renfort à chacun d'eux.","Attacco spirituale a distanza su tutti i nemici per un danno di base di [color bf_green]{0}[/color] e la rimozione di 1 buff da ciascuno di essi.","Spiritueller Distanzangriff auf alle Gegner für [color bf_green]{0}[/color] Basisschaden. Entfernt 1 Buff pro Treffer.","Ataque de espíritu a distancia a todos los enemigos con una base de daño de [color bf_green]{0}[/color] y elimina 1 mejora de cada uno."
"-1028033068","Purging Smash","Purge écrasante","Schiacciata di spurgo","Knüppelkeile","Choque purgador"
"-739164088","Bludgeoning Melee Physical attack and remove 1 buff.","Attaque physique au corps à corps à la matraque, enlève 1 renfort.","Attacco fisico martellante e mischia che rimuove 1 buff.","Heftiger Nahkampfangriff. Entfernt 1 Buff.","Ataque físico cuerpo a cuerpo con una porra y elimina una mejora."
"696624161","Melee Physical attack for [color bf_green]{0}[/color] base damage and remove 1 buff.","Attaque physique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts basiques, enlève 1 renfort.","Attacco fisico mischia per un danno di base di [color bf_green]{0}[/color] e la rimozione di 1 buff.","Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Entfernt 1 Buff.","Ataque físico cuerpo a cuerpo con una porra con un daño base de [color bf_green]{0}[/color] y elimina 1 mejora."
"758413214","Purifying Strike","Jet purifiant","Colpo purificante","Seelenmesse","Golpe purificador"
"-716055702","Melee Physical attack and remove 1 debuff from each ally.","Attaque physique au corps à corps, enlève 1 renfort sur chaque allié.","Attacco fisico mischia che rimuove 1 debuff da ciascun alleato.","Nahkampfangriff. Entfernt 1 Debuff von jedem Verbündeten.","Ataque físico cuerpo a cuerpo y elimina una desventaja de cada aliado."
"1261082643","Melee Physical attack for [color bf_green]{0}[/color] base damage and remove 1 debuff from each ally.","Attaque physique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts basiques, enlève 1 renfort sur chaque allié.","Attacco fisico mischia per un danno di base di [color bf_green]{0}[/color] che rimuove 1 debuff da ciascun alleato.","Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Entfernt 1 Debuff von jedem Verbündeten.","Ataque físico cuerpo a cuerpo con una base de daño de [color bf_green]{0}[/color] y elimina una desventaja de cada aliado."
"294848655","From the Grave","From the Grave","From the Grave","From the Grave","From the Grave"
"-1162197599","Melee Physical attack and exhaust the target, reducing their Energy by 3.","Melee Physical attack and exhaust the target, reducing their Energy by 3.","Melee Physical attack and exhaust the target, reducing their Energy by 3.","Melee Physical attack and exhaust the target, reducing their Energy by 3.","Melee Physical attack and exhaust the target, reducing their Energy by 3."
"334857402","Melee Physical attack for [color bf_green]{0}[/color] base damage and exhaust 3 energy from the target.","Melee Physical attack for [color bf_green]{0}[/color] base damage and exhaust 3 energy from the target.","Melee Physical attack for [color bf_green]{0}[/color] base damage and exhaust 3 energy from the target.","Melee Physical attack for [color bf_green]{0}[/color] base damage and exhaust 3 energy from the target.","Melee Physical attack for [color bf_green]{0}[/color] base damage and exhaust 3 energy from the target."
"1177910582","Exhausting Blow","Souffle épuisant","Soffio sfiancante","Kriegsmüde","Golpe agotador"
"2089586192","Melee Physical attack and exhaust the target, reducing their Energy.","Attaque physique au corps à corps. Épuise la cible en diminuant son Énergie.","Attacco fisico mischia che sfianca il bersaglio riducendone l'energia.","Nahkampfangriff der das Ziel erschöpft & ihm Energie nimmt.","Ataque físico cuerpo a cuerpo y agota al objetivo reduciendo su energía."
"-1192993035","Melee Physical attack for [color bf_green]{0}[/color] base damage and exhaust the target.","Attaque physique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts basiques et épuise la cible.","Attacco fisico mischia per un danno di base di [color bf_green]{0}[/color] e lo sfiancamento del bersaglio.","Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Erschöpft den Gegner.","Ataque físico cuerpo a cuerpo con una base de daño de [color bf_green]{0}[/color] que agota al objetivo."
"-833075480","Dragon Punch","Beigne de dragon","Pugno del drago","Bärenstarke Backpfeife","Puñetazo de dragón"
"-1266876173","Savaging Melee Physical attack and chance to Daze the target.","Attaque physique au corps à corps brutale avec probabilité d'Assommer la cible.","Attacco fisico mischia e selvaggio con possibilità di stordire il bersaglio.","Nahkampfangriff mit Durchschlag. Chance, beim Gegner Schwindel zu verursachen.","Ataque físico cuerpo a cuerpo despiadado y probabilidad de aturdir al objetivo."
"-320597936","Melee Physical attack for [color bf_green]{0}[/color] base damage and DAZE [color bf_green](-{1}% to hit)[/color] the target.","Attaque physique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts basiques et l'ASSOMMAGE [color bf_green](-{1} % de chance de frapper)[/color] de la cible.","Melee Physical attack for [color bf_green]{0}[/color] base damage and DAZE [color bf_green](-{1}% to hit)[/color] the target.","Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Erhöht die Chance für Schwindel [color bf_green](-{1}% Trefferchance)[/color] beim Ziel.","Melee Physical attack for [color bf_green]{0}[/color] base damage and DAZE [color bf_green](-{1}% to hit)[/color] the target."
"-67850164","Sucker Punch","Sucker Punch","Sucker Punch","Sucker Punch","Sucker Punch"
"-918937097","Melee Physical attack that does damage bonus for each debuff on the target.","Melee Physical attack that does damage bonus for each debuff on the target.","Melee Physical attack that does damage bonus for each debuff on the target.","Melee Physical attack that does damage bonus for each debuff on the target.","Melee Physical attack that does damage bonus for each debuff on the target."
"-414630038","Melee Physical attack for [color bf_green]{0}[/color] base damage, [color bf_green]+100%[/color] damage for each debuff on the target.","Attaque physique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts, [color bf_green]+100 % [/color] de dégâts pour tout affaiblissement de la cible.","Attacco fisico mischia che fornisce un danno base di [color bf_green]{0}[/color], [color bf_green]+100%[/color] di danno per ciascun debuff del bersaglio.","Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. [color bf_green]+100%[/color] Schaden für jeden Debuff des Ziels.","Ataque físico cuerpo a cuerpo con una base de daño de [color bf_green]{0}[/color], [color bf_green]+100%[/color] daño por cada desventaja del objetivo."
"-1657604202","Energy Drain","Drainage d'énergie","Risucchio di energia","Kraftlos","Drenaje de energía"
"-253808726","Ranged Spirit that drains 2 Energy from the target and adds it to the caster.","Esprit à distance qui soutire 2 Énergies de la cible et les ajoute à l'Ensorceleur.","Attacco spirituale a distanza che elimina 2 punti di energia dal bersaglio, che vengono aggiunti al mago.","Spiritueller Distanzangriff. Nimmt dem Gegner 2 Energie und schenkt sie dem Anwender.","Ataque de espíritu a distancia que drena 2 puntos de energía del objetivo y los añade al conjurador."
"-636742424","Ranged Spirit attack that drains 2 Energy from an enemy and adds to your own.  Deals [color bf_green]{0}[/color] base damage.","Attaque d'Esprit à distance qui soutire 2 Énergies d'un ennemi pour vous les donner.  Jette [color bf_green]{0}[/color] de dégâts basiques.","Attacco spirituale a distanza che elimina 2 punti di energia dal bersaglio, che vengono aggiunti al mago.  Infligge un danno di base di [color bf_green]{0}[/color].","Spiritueller Distanzangriff. Nimmt Gegnern 2 Energie und schenkt sie Dir.  [color bf_green]{0}[/color] Basisschaden.","Ataque de espíritu a distancia que drena 2 puntos de energía de un enemigo y los añade a los tuyos.  Inflige una base de daño de [color bf_green]{0}[/color]."
"-1286019387","From the Shadows","Sorti de l'Ombre","Dall'ombra","Schattenklinge","Desde las sombras"
"1032743998","Critical backstabbing Melee Physical attack, chance to Dodge next attack, ignores Armor.","Attaque critique par derrière, physique au corps à corps, probabilité d'Esquiver l'attaque suivante, ignore les Armures.","Attacco fisico mischia e critico basato su un accoltellamento alle spalle con possibilità di schivare l'attacco successivo. Ignora l'armatura.","Kritischer Nahkampfangriff von hinten. Chance, dem nächsten Angriff auszuweichen + Rüstung ist gleichgültig.","Ataque físico cuerpo a cuerpo crítico apuñalando por la espalda, posibilidad de esquivar el siguiente ataque, ignora la armadura."
"-717638241","A critical Melee Physical attack for [color bf_green]{0}[/color] base damage and have chance to Dodge next attack, ignores Armor.","Une attaque physique critique au corps à corps infligeant [color bf_green]{0}[/color] de dégâts basiques, avec probabilité d'Esquiver l'attaque suivante, ignore les Armures.","Attacco fisico mischia critico per un danno di base di [color bf_green]{0}[/color] e buona possibilità di schivare l'attacco successivo. Ignora l'armatura.","Kritischer Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Rüstung ist gleichgültig. Chance, dem nächsten Angriff auszuweichen.","Ataque físico cuerpo a cuerpo crítico con una base de daño de [color bf_green]{0}[/color], posibilidad de esquivar el siguiente ataque, ignora la armadura."
"-1658720633","Critical Melee Physical attack purges 1 buff, chance to Dodge, ignores Armor.","Attaque physique au corps à corps qui enlève 1 renfort, probabilité d'esquiver, ignore les armures.","Critical Melee Physical attack purges 1 buff, chance to Dodge, ignores Armor.","Kritischer Nahkampfangriff. Entfernt 1 Buff + Chance, dem nächsten Angriff auszuweichen. Rüstung ist gleichgültig.","Critical Melee Physical attack purges 1 buff, chance to Dodge, ignores Armor."
"-1554478593","Critical Melee Physical attack for [color bf_green]{0}[/color] base damage that purges 1 buff and adds a chance to Dodge next attack, ignores Armor.","Attaque physique critique au corps à corps infligeant [color bf_green]{0}[/color]de dégâts basiques qui enlève 1 renfort et donne une probabilité d'esquiver l'attaque suivante, ignore les Armures.","Critical Melee Physical attack for [color bf_green]{0}[/color] base damage that purges 1 buff and adds a chance to Dodge next attack, ignores Armor.","Kritischer Nahkampfangriff für [color bf_green]{0}[/color] Basisschaden. Entfernt 1 Buff + Chance, dem nächsten Angriff auszuweichen. Rüstung ist gleichgültig.","Critical Melee Physical attack for [color bf_green]{0}[/color] base damage that purges 1 buff and adds a chance to Dodge next attack, ignores Armor."
"-601537330","Battle Stance","Tour de guet","Atteggiamento di battaglia","Unnachgiebig","Posición de batalla"
"-121319519","Boost team DEF & ATK.","Booste les DÉF et ATQ de l'équipe.","Aumenta DIF. e ATT. del team.","Boost für DEF & ATK","Incrementa DEF y ATQ del equipo."
"-1313371394","Conjures the Bones of Dead Heroes, +DEF, +ATK, & +Cold Resist.","Fait apparaître les Os des Héros morts, + DÉF, + ATQ et + résistant au Froid","Richiama le ossa dei guerrieri morti, aumenta DIF., ATT. e resistenza al freddo.","Belebt die Knochen gefallener Helden. +DEF, +ATK, & +Frostresist.","Conjura los huesos de los Héroes muertos, +DEF, +ATQ y +Resistencia al frío."
"907137282","Gain strength from long dead Heroes, [color bf_green]ATK +{0}%[/color], [color bf_green] DEF +{1}%,[/color] &  [color bf_green]+50% Cold Resist.[/color]","Prend sa force dans les Héros tombés de longue date, [color bf_green]ATQ + {0}%[/color], [color bf_green] DÉF +{1} %[/color] et [color bf_green]+50 % résistant au Froid.[/color]","Ottieni forza grazie agli eroi defunti, [color bf_green]ATT. +{0}%[/color], [color bf_green] DIF. +{1}%,[/color] e  [color bf_green]+50% di resistenza al freddo.[/color]","Erhalte die Kräfte gefallener Helden, [color bf_green]ATK +{0}%[/color], [color bf_green] DEF +{1}%,[/color] & [color bf_green]+50% Frostresist.[/color]","Obtiene la fuerza de Héroes muertos hace mucho tiempo, [color bf_green]ATQ +{0}%[/color], [color bf_green] DEF +{1}%,[/color] y  [color bf_green]+50% Resistencia al frío.[/color]"
"1206613351","Doom Bolt","Éclair de mort","Lampo del destino","Blitz des Verderbens","Rayo de la perdición"
"-426032073","Ranged dark Lightning Strike, +50% damage vs Armored.","Frappe de foudre des Ténèbres à distance, +50 % de dégâts contre les personnages en Armure.","Colpo di fulmine oscuro a distanza, +50% di danni per i personaggi corazzati.","Dunkle Blitzattacke aus der Distanz. +50% Schaden bei gerüsteten Gegnern.","Ataque oscuro de rayo a distancia, +50% de bonificación de daño contra acorazados."
"-309729186","Ranged Lightning attack for [color bf_green]{0}[/color] base damage, [color bf_green]+50%[/color] damage vs Armored.","Attaque de foudre à distance infligeant [color bf_green]{0}[/color] de dégâts basiques, [color bf_green]+50 %[/color] contre les personnages en Armure.","Attacco di fulmine a distanza per un danno di base di [color bf_green]{0}[/color], [color bf_green]+50%[/color] di danni per i personaggi corazzati.","Blitzangriff aus Distanz für [color bf_green]{0}[/color] Basisschaden. [color bf_green]+50%[/color] Schaden bei Gegnern i. Rüstung.","Ataque de rayo a distancia con una base de daño de [color bf_green]{0}[/color] , [color bf_green]+50%[/color] de daño contra acorazados."
"-1239697737","Chaos Storm","Tempête du chaos","Tempesta del caos","Chaossturm","Tormenta del caos"
"794564893","Ranged Spirit attack strikes all foes.","Attaque d'Esprit à distance frappant tous les ennemis.","Attacco spirituale a distanza che colpisce tutti i nemici.","Spiritueller Distanzangriff auf alle Gegner.","Ataque de espíritu a distancia que golpea a todos los enemigos."
"-226620792","Silence","Étouffage","Silenzio","Verstummt","Silenciar"
